TU_ID	start	stop	tss	strand	rho_dependent	sigma
TU0_2261_with_TERM061_from_RPOS_MONOMER	3662938	3663862	3663862	-	False	RpoS_mono
TU0_8559_from_RpoD_mono	632809	633969	None	+	True	RpoD_mono
TU0_14422_from_RpoD_mono	2698081	2698399	None	-	True	RpoD_mono
TU0_6661_with_TERM0923_from_RpoD_mono	1942243	1944040	1944040	-	False	RpoD_mono
TU0_6661_with_TERM0921_from_RpoD_mono	1942297	1944040	1944040	-	False	RpoD_mono
TU0_14531_with_TERM52_from_RpoD_mono	2388027	2391063	None	-	False	RpoD_mono
TU0_13906_from_RpoD_mono	3410643	3410822	None	+	True	RpoD_mono
TU0_14750_from_RpoD_mono	645854	651262	651262	-	True	RpoD_mono
TU0_8497_from_RpoD_mono	1269081	1269146	None	+	True	RpoD_mono
TU0_12902_from_RpoD_mono	376759	379105	None	-	True	RpoD_mono
TU0_5903_with_TERM0541_from_RPON_MONOMER	4054013	4056130	4056130	-	False	RpoN_mono
TU0_8722_from_RPOS_MONOMER	2141290	2144607	None	+	True	RpoS_mono
TU0_8632_from_RpoD_mono	875933	877293	877293	-	True	RpoD_mono
TU0_13038_from_RpoD_mono	783105	784046	None	-	True	RpoD_mono
TU0_14349_from_RpoD_mono	1125380	1126027	None	+	True	RpoD_mono
TU0_14080_from_RpoD_mono	4106857	4107846	None	+	True	RpoD_mono
TU00460_from_RpoD_mono	4514787	4516305	4516305	-	True	RpoD_mono
TU00323_from_RpoD_mono	2621066	2624678	None	+	True	RpoD_mono
TU0_14165_from_RpoD_mono	4440405	4446258	None	+	True	RpoD_mono
TU0_13813_from_RpoD_mono	3111089	3111499	None	-	True	RpoD_mono
TU0_13735_from_RpoD_mono	2911721	2913065	2913065	-	True	RpoD_mono
TU00052_from_RpoD_mono	400931	402825	400931	+	True	RpoD_mono
TU0_8789_from_RpoD_mono	2022659	2022847	None	-	True	RpoD_mono
TU564_from_RpoD_mono	960940	963335	960940	+	True	RpoD_mono
TU0_13200_from_RpoD_mono	1338267	1339751	None	+	True	RpoD_mono
TU0_12973_from_RpoD_mono	568125	569651	None	+	True	RpoD_mono
TU0_13434_from_RpoD_mono	1923464	1924806	None	+	True	RpoD_mono
TU0_14294_from_RpoD_mono	2793696	2794358	None	+	True	RpoD_mono
TU0_13509_from_RpoD_mono	2176803	2180083	2176803	+	True	RpoD_mono
TU00396_from_RPOS_MONOMER	1244902	1246648	1246648	-	True	RpoS_mono
TU0_4001_from_RPOS_MONOMER	2786949	2793675	2786949	+	True	RpoS_mono
TU0_8148_from_RPOS_MONOMER	1522505	1524044	1524044	-	True	RpoS_mono
TU0_2302_from_RpoD_mono	220113	222714	222714	-	True	RpoD_mono
TU104_with_TERM7_from_RpoD_mono	1078402	1080061	1078402	+	False	RpoD_mono
TU00208_from_RpoD_mono	4097514	4098589	4098589	-	True	RpoD_mono
TU0_13109_from_RpoD_mono	1049056	1049754	None	+	True	RpoD_mono
TU0_1402_from_RPOS_MONOMER	4043693	4044675	4044675	-	True	RpoS_mono
TU0_14632_from_RpoD_mono	1864789	1868262	1864789	+	True	RpoD_mono
TU0_13621_from_RpoD_mono	2528269	2529255	None	-	True	RpoD_mono
TU00122_from_RpoD_mono	3562157	3567412	3567412	-	True	RpoD_mono
TU0_13674_from_RpoD_mono	2722470	2723768	None	-	True	RpoD_mono
TU0_5961_from_RpoD_mono	4121454	4122532	4122532	-	True	RpoD_mono
TU0_6683_from_RpoD_mono	2954018	2957033	2957033	-	True	RpoD_mono
TU874_from_RpoD_mono	3510656	3515622	3515622	-	True	RpoD_mono
TU0_13376_from_RpoD_mono	1787637	1787828	None	+	True	RpoD_mono
TU0_1193_from_RpoD_mono	3878171	3880756	3880756	-	True	RpoD_mono
TU0_1193_from_RPOS_MONOMER	3878171	3880756	3880756	-	True	RpoS_mono
TU0_13264_from_RpoD_mono	1504196	1504732	None	+	True	RpoD_mono
TU0_14751_from_RpoD_mono	651395	653765	651395	+	True	RpoD_mono
TU0_12850_from_RpoD_mono	246712	247461	None	+	True	RpoD_mono
TU0_13971_from_RpoD_mono	3681653	3683602	None	-	True	RpoD_mono
TU0_13867_from_RpoD_mono	3250933	3251289	None	+	True	RpoD_mono
TU0_8560_from_RpoD_mono	674216	674723	674216	+	True	RpoD_mono
TU0_14218_from_RpoD_mono	4610133	4610312	None	+	True	RpoD_mono
TU00270_from_RpoD_mono	611910	618610	611910	+	True	RpoD_mono
TU_8396_from_RPOE_MONOMER	3294094	3295006	3294094	+	True	RpoE_mono
TU0_13324_from_RpoD_mono	1643143	1643298	None	-	True	RpoD_mono
TU0_13563_from_RpoD_mono	2325389	2334666	None	-	True	RpoD_mono
TU0_8723_from_RpoD_mono	2135887	2137509	2135887	+	True	RpoD_mono
TU0_14423_from_RpoD_mono	2732175	2732317	2732317	-	True	RpoD_mono
TU0_4021_from_RPOS_MONOMER	1342781	1344867	1344867	-	True	RpoS_mono
TU0_2342_from_RpoD_mono	3055200	3056571	3056571	-	True	RpoD_mono
TU0_14532_from_RpoD_mono	3396409	3398000	None	-	True	RpoD_mono
TU0_8633_from_RpoD_mono	879077	879742	879742	-	True	RpoD_mono
TU0_13039_from_RpoD_mono	784160	784540	None	-	True	RpoD_mono
TU0_8498_from_RpoD_mono	1269616	1269683	None	+	True	RpoD_mono
TU00461_from_RpoD_mono	1039822	1041138	1039822	+	True	RpoD_mono
TU0_8149_with_TERM0961_from_RpoD_mono	601152	602632	601152	+	False	RpoD_mono
TU00053_from_RpoD_mono	416325	418408	416325	+	True	RpoD_mono
TU0_5964_from_RpoD_mono	956818	957964	956818	+	True	RpoD_mono
TU565_from_RpoD_mono	961082	963335	961082	+	True	RpoD_mono
TU0_13907_from_RpoD_mono	3416412	3416633	None	+	True	RpoD_mono
TU0_14081_from_RpoD_mono	4109638	4110237	None	-	True	RpoD_mono
TU0_14350_from_RpoD_mono	1126029	1126952	None	+	True	RpoD_mono
TU0_13203_from_RpoD_mono	1347004	1348131	None	-	True	RpoD_mono
TU00324_from_RpoD_mono	3031679	3034304	None	-	True	RpoD_mono
TU0_12903_from_RpoD_mono	379293	380283	None	-	True	RpoD_mono
TU0_6685_from_RpoD_mono	235535	236041	236041	-	True	RpoD_mono
TU0_13814_from_RpoD_mono	3111565	3112374	None	-	True	RpoD_mono
TU0_14166_from_RpoD_mono	4447985	4452601	None	+	True	RpoD_mono
TU121_with_TERM7_from_RpoD_mono	1078408	1080061	1078408	+	False	RpoD_mono
TU00209_from_RpoD_mono	1932863	1934400	1934400	-	True	RpoD_mono
TU0_13110_from_RpoD_mono	1051070	1051463	None	+	True	RpoD_mono
TU0_13736_from_RpoD_mono	2920557	2922135	None	-	True	RpoD_mono
TU0_8790_from_RpoD_mono	2301927	2302415	None	+	True	RpoD_mono
TU0_14759_from_RpoD_mono	4393608	4402327	None	+	True	RpoD_mono
TU0_12974_from_RpoD_mono	570116	571474	None	+	True	RpoD_mono
TU00123_from_RpoD_mono	4244759	4248497	4244759	+	True	RpoD_mono
TU0_13435_from_RpoD_mono	1924803	1926889	1926889	-	True	RpoD_mono
TU0_13510_from_RpoD_mono	2180057	2180803	None	-	True	RpoD_mono
TU00397_with_TERM01024_from_RpoD_mono	4464307	4465294	4465294	-	False	RpoD_mono
TU0_14020_from_RpoD_mono	3875090	3875488	None	-	True	RpoD_mono
TU0_901_from_RpoD_mono	1114885	1115932	1115932	-	True	RpoD_mono
TU0_4141_from_RPOE_MONOMER	3036134	3036856	3036856	-	True	RpoE_mono
TU0_2402_from_RpoD_mono	367743	374105	367743	+	True	RpoD_mono
TU0_13675_from_RpoD_mono	2732325	2734033	None	-	True	RpoD_mono
TU0_8561_from_RpoD_mono	674793	675770	None	-	True	RpoD_mono
TU0_14295_from_RpoD_mono	529356	530450	None	-	True	RpoD_mono
TU875_from_RpoD_mono	3510656	3514274	3514274	-	True	RpoD_mono
TU0_13377_from_RPOE_MONOMER	1789331	1790111	1790111	-	True	RpoE_mono
TU0_1194_from_RpoD_mono	3878171	3880613	3880613	-	True	RpoD_mono
TU0_1194_from_RPOS_MONOMER	3878171	3880613	3880613	-	True	RpoS_mono
TU0_13265_from_RpoD_mono	1504805	1506766	None	+	True	RpoD_mono
TU0_14633_from_RPOS_MONOMER	1935518	1937115	1935518	+	True	RpoS_mono
TU0_14633_from_RpoD_mono	1935518	1937115	1935518	+	True	RpoD_mono
TU0_13622_from_RpoD_mono	2529485	2530246	None	+	True	RpoD_mono
TU0_12851_from_RpoD_mono	247637	248134	None	+	True	RpoD_mono
TU0_5981_from_RpoD_mono	3585393	3590401	3590401	-	True	RpoD_mono
TU0_8724_from_RpoD_mono	2147063	2149009	None	-	True	RpoD_mono
TU0_8150_from_RPOS_MONOMER	1113030	1113436	1113436	-	True	RpoS_mono
TU00272_from_RpoD_mono	1128637	1130108	1130108	-	True	RpoD_mono
TU_8397_from_RPOE_MONOMER	3326261	3326875	3326875	-	True	RpoE_mono
TU0_8634_from_RpoD_mono	851894	852163	None	+	True	RpoD_mono
TU0_13040_from_RpoD_mono	791539	793867	None	-	True	RpoD_mono
TU00463_from_RpoD_mono	3489747	3490357	3490357	-	True	RpoD_mono
TU0_13972_from_RpoD_mono	3694481	3697916	None	+	True	RpoD_mono
TU0_14424_from_RpoD_mono	4526000	4526089	4526000	+	True	RpoD_mono
TU0_13868_from_RpoD_mono	3252341	3253229	None	+	True	RpoD_mono
TU0_6686_from_RpoD_mono	1990898	1993430	1993430	-	True	RpoD_mono
TU00054_from_RpoD_mono	1189839	1191909	1191909	-	True	RpoD_mono
TU0_14219_from_RpoD_mono	4610434	4612283	None	+	True	RpoD_mono
TU0_14761_from_RpoD_mono	637916	640541	637916	+	True	RpoD_mono
TU581_from_RpoD_mono	1228706	1229689	1229689	-	True	RpoD_mono
TU0_13204_from_RpoD_mono	1348275	1349142	1349142	-	True	RpoD_mono
TU0_14533_from_RpoD_mono	4035542	4038659	None	+	True	RpoD_mono
TU0_8499_from_RpoD_mono	4022356	4022844	None	-	True	RpoD_mono
TU0_4143_with_TERM0141_from_RPOE_MONOMER	1108480	1112783	1108480	+	False	RpoE_mono
TU0_4143_with_TERM0141_from_RpoD_mono	1108480	1112783	1108480	+	False	RpoD_mono
TU0_13564_from_RpoD_mono	2354926	2355825	None	+	True	RpoD_mono
TU0_13325_from_RpoD_mono	1643370	1643896	None	-	True	RpoD_mono
TU0_2405_from_RpoD_mono	365652	367752	367752	-	True	RpoD_mono
TU122_with_TERM7_from_RpoD_mono	1078433	1080061	1078433	+	False	RpoD_mono
TU00210_from_RpoD_mono	102867	106456	102867	+	True	RpoD_mono
TU00210_from_RPOS_MONOMER	102867	106456	102867	+	True	RpoS_mono
TU0_13111_from_RpoD_mono	1051512	1052585	None	-	True	RpoD_mono
TU0_14082_from_RpoD_mono	4110338	4110778	None	+	True	RpoD_mono
TU0_14351_from_RpoD_mono	1724047	1724646	None	+	True	RpoD_mono
TU00124_from_RPOS_MONOMER	3105042	3107197	3107197	-	True	RpoS_mono
TU00325_from_RpoD_mono	259612	261980	None	+	True	RpoD_mono
TU0_5982_from_RpoD_mono	3585393	3590449	3590449	-	True	RpoD_mono
TU0_14167_from_RpoD_mono	4455968	4457334	4455968	+	True	RpoD_mono
TU0_13815_from_RpoD_mono	3112572	3117134	None	-	True	RpoD_mono
TU0_13737_from_RpoD_mono	2922757	2923302	None	-	True	RpoD_mono
TU0_8791_from_RpoD_mono	1242403	1243014	None	+	True	RpoD_mono
TU0_12975_from_RpoD_mono	571689	573093	None	+	True	RpoD_mono
TU0_13436_from_RpoD_mono	1927072	1927756	1927756	-	True	RpoD_mono
TU0_13511_from_RpoD_mono	2180855	2181673	None	-	True	RpoD_mono
TU00398_with_TERM63_from_RPOS_MONOMER	1819889	1820307	1820307	-	False	RpoS_mono
TU00398_with_TERM63_from_RpoD_mono	1819889	1820307	1820307	-	False	RpoD_mono
TU0_13908_from_RpoD_mono	3434540	3435916	None	+	True	RpoD_mono
TU0_8562_from_RpoD_mono	678075	678629	None	-	True	RpoD_mono
TU0_8161_from_RpoD_mono	899067	899849	899849	-	True	RpoD_mono
TU0_12904_from_RpoD_mono	380530	381803	None	+	True	RpoD_mono
TU0_14021_from_RpoD_mono	3884851	3886215	None	+	True	RpoD_mono
TU0_921_from_RpoD_mono	1115995	1117082	1115995	+	True	RpoD_mono
TU0_13677_from_RPOH_MONOMER	2735176	2735517	None	+	True	RpoH_mono
TU0_8725_from_RpoD_mono	2149209	2149670	None	+	True	RpoD_mono
TU0_6687_with_VALS_from_RpoD_mono	4478955	4481942	4481942	-	False	RpoD_mono
TU876_from_RpoD_mono	3510656	3514004	3514004	-	True	RpoD_mono
TU0_4146_from_RPOE_MONOMER	200455	203348	200455	+	True	RpoE_mono
TU0_13378_from_RpoD_mono	1790291	1790755	None	-	True	RpoD_mono
TU0_1195_from_RpoD_mono	3878171	3880585	3880585	-	True	RpoD_mono
TU0_13266_from_RpoD_mono	1507245	1507948	1507245	+	True	RpoD_mono
TU0_2421_from_RpoD_mono	4465303	4468344	4465303	+	True	RpoD_mono
TU0_14762_from_RPOS_MONOMER	1214975	1216219	1214975	+	True	RpoS_mono
TU0_8635_from_RpoD_mono	1200720	1201061	None	+	True	RpoD_mono
TU0_13041_from_RpoD_mono	793996	794145	None	+	True	RpoD_mono
TU00464_from_RpoD_mono	3489747	3490417	3490417	-	True	RpoD_mono
TU0_14296_from_RpoD_mono	4091147	4091461	None	-	True	RpoD_mono
TU00055_from_RpoD_mono	2594927	2595803	2595803	-	True	RpoD_mono
TU00273_from_RpoD_mono	1130216	1137535	1130216	+	True	RpoD_mono
TU0_6_from_RpoD_mono	3495815	3497223	3495815	+	True	RpoD_mono
TU_8398_from_RPOE_MONOMER	3341418	3345991	3341418	+	True	RpoE_mono
TU582_with_TERM168_from_RpoD_mono	1344966	1347153	1347153	-	False	RpoD_mono
TU0_13205_from_RpoD_mono	1349431	1349784	None	-	True	RpoD_mono
TU0_14634_with_TERM0924_from_RpoD_mono	1946686	1948725	1948725	-	False	RpoD_mono
TU0_14425_from_RpoD_mono	75516	75608	75608	-	True	RpoD_mono
TU123_with_TERM7_from_RpoD_mono	1078514	1080061	1078514	+	False	RpoD_mono
TU00211_from_RpoD_mono	4275083	4275446	4275446	-	True	RpoD_mono
TU0_13112_from_RpoD_mono	1052657	1055401	None	-	True	RpoD_mono
TU00125_from_RpoD_mono	3256307	3265115	3265115	-	True	RpoD_mono
TU0_14535_from_RpoD_mono	262552	263956	None	-	True	RpoD_mono
TU0_8500_from_RpoD_mono	830095	831459	None	+	True	RpoD_mono
TU0_8181_from_RPOS_MONOMER	1804347	1805323	1804347	+	True	RpoS_mono
TU0_13973_from_RpoD_mono	3698159	3698222	3698159	+	True	RpoD_mono
TU0_13869_from_RpoD_mono	3253363	3255969	None	-	True	RpoD_mono
TU0_4161_with_TERM0161_from_RPOE_MONOMER	2595825	2597036	2597036	-	False	RpoE_mono
TU0_1422_from_RpoD_mono	103561	106456	103561	+	True	RpoD_mono
TU0_14352_from_RpoD_mono	1724683	1725780	None	+	True	RpoD_mono
TU0_14087_from_RpoD_mono	4122635	4124833	None	-	True	RpoD_mono
TU00326_from_RPON_MONOMER	1366062	1368027	1366062	+	True	RpoN_mono
TU0_13623_from_RpoD_mono	2541854	2542686	2542686	-	True	RpoD_mono
TU0_2422_from_RpoD_mono	4465386	4468344	4465386	+	True	RpoD_mono
TU0_8563_from_RpoD_mono	740298	741779	None	-	True	RpoD_mono
TU0_6702_from_RpoD_mono	754627	757628	754627	+	True	RpoD_mono
TU0_13816_from_RpoD_mono	3129363	3130430	None	-	True	RpoD_mono
TU0_14168_from_RpoD_mono	4457576	4457878	None	+	True	RpoD_mono
TU0_13565_from_RpoD_mono	2356064	2358174	None	-	True	RpoD_mono
TU0_13326_from_RpoD_mono	1643921	1644226	None	+	True	RpoD_mono
TU0_13738_from_RpoD_mono	2923343	2924218	2923343	+	True	RpoD_mono
TU0_8792_from_RpoD_mono	3410825	3411487	None	-	True	RpoD_mono
TU0_14763_from_RpoD_mono	3303993	3306108	3306108	-	True	RpoD_mono
TU0_12976_from_RpoD_mono	573179	573562	None	+	True	RpoD_mono
TU0_6003_from_RPOE_MONOMER	3865567	3866083	3865567	+	True	RpoE_mono
TU0_13437_from_RpoD_mono	1928058	1928414	None	-	True	RpoD_mono
TU0_13512_from_RpoD_mono	2181738	2183473	2183473	-	True	RpoD_mono
TU00399_with_TERM0_1078_from_RPOH_MONOMER	4187776	4188372	4187776	+	False	RpoH_mono
TU0_8726_from_RpoD_mono	2241932	2242768	None	+	True	RpoD_mono
TU0_14022_from_RpoD_mono	3889638	3890813	None	+	True	RpoD_mono
TU0_941_from_RpoD_mono	89596	107474	89596	+	True	RpoD_mono
TU0_8636_from_RpoD_mono	1392915	1393997	1393997	-	True	RpoD_mono
TU0_13042_from_RpoD_mono	799982	801034	None	+	True	RpoD_mono
TU00465_from_RpoD_mono	3489747	3490452	3490452	-	True	RpoD_mono
TU0_13678_from_RpoD_mono	2739382	2739747	None	+	True	RpoD_mono
TU0_13909_from_RpoD_mono	3436023	3436456	3436023	+	True	RpoD_mono
TU877_from_RpoD_mono	3510656	3513175	3513175	-	True	RpoD_mono
TU0_12905_from_RpoD_mono	381728	382114	None	-	True	RpoD_mono
TU0_1196_from_RPOS_MONOMER	3878171	3880371	3880371	-	True	RpoS_mono
TU0_1196_from_RpoD_mono	3878171	3880371	3880371	-	True	RpoD_mono
TU00056_from_RpoD_mono	4202665	4205650	4205650	-	True	RpoD_mono
TU0_13267_from_RpoD_mono	1508002	1509433	1508002	+	True	RpoD_mono
TU583_with_TERM168_from_RpoD_mono	1344966	1346968	1346968	-	False	RpoD_mono
TU0_13206_from_RpoD_mono	1349852	1355134	None	-	True	RpoD_mono
TU0_12853_from_RPOS_MONOMER	250880	253161	250880	+	True	RpoS_mono
TU0_12853_from_RpoD_mono	250880	253161	250880	+	True	RpoD_mono
TU0_4181_from_RpoD_mono	3791962	3796230	3791962	+	True	RpoD_mono
TU0_8182_from_RpoD_mono	1725825	1726268	1725825	+	True	RpoD_mono
TU0_2441_with_TERM01024_from_RpoD_mono	4464307	4465298	4465298	-	False	RpoD_mono
TU141_from_RpoD_mono	34218	34695	34218	+	True	RpoD_mono
TU00212_from_RpoD_mono	1057279	1061621	1057279	+	True	RpoD_mono
TU0_13113_from_RPOH_MONOMER	1063259	1064515	None	+	True	RpoH_mono
TU00274_with_TERM46_from_RpoD_mono	2001841	2004189	2001841	+	False	RpoD_mono
TU_8399_from_RpoD_mono	1986224	1986569	1986224	+	True	RpoD_mono
TU00126_from_RpoD_mono	2337561	2338311	2337561	+	True	RpoD_mono
TU0_14429_from_RpoD_mono	1100074	1102558	1102558	-	True	RpoD_mono
TU0_14429_from_RPOS_MONOMER	1100074	1102558	1102558	-	True	RpoS_mono
TU0_6021_from_RpoD_mono	4363495	4366455	4366455	-	True	RpoD_mono
TU0_6821_with_TERM0_1110_from_RpoD_mono	629096	631314	629096	+	False	RpoD_mono
TU0_14297_from_RpoD_mono	1957304	1957870	None	-	True	RpoD_mono
TU0_14764_from_RpoD_mono	3845328	3851011	None	-	True	RpoD_mono
TU0_14536_from_RpoD_mono	3117619	3121827	None	-	True	RpoD_mono
TU0_8501_from_RpoD_mono	4006462	4007082	None	-	True	RpoD_mono
TU0_14635_from_RpoD_mono	2069498	2072682	2069498	+	True	RpoD_mono
TU0_8564_from_RpoD_mono	796836	797654	None	-	True	RpoD_mono
TU0_14353_from_RpoD_mono	2165326	2165544	None	-	True	RpoD_mono
TU0_14088_from_RpoD_mono	4125309	4125917	None	-	True	RpoD_mono
TU00327_from_RpoD_mono	2313717	2314849	2313717	+	True	RpoD_mono
TU0_8727_from_RpoD_mono	2280962	2281969	None	-	True	RpoD_mono
TU0_14169_from_RpoD_mono	4468550	4468969	4468969	-	True	RpoD_mono
TU0_13817_from_RpoD_mono	3130476	3131979	None	-	True	RpoD_mono
TU0_4182_from_RpoD_mono	3791919	3796230	3791919	+	True	RpoD_mono
TU0_13739_from_RpoD_mono	2924330	2925694	None	+	True	RpoD_mono
TU0_13974_from_RpoD_mono	3698586	3699857	None	+	True	RpoD_mono
TU0_8793_from_RpoD_mono	240859	243406	243406	-	True	RpoD_mono
TU0_13870_from_RpoD_mono	3265402	3265620	None	+	True	RpoD_mono
TU0_2442_with_TERM01024_from_RpoD_mono	4464307	4465314	4465314	-	False	RpoD_mono
TU0_8637_from_RpoD_mono	1518987	1521089	None	-	True	RpoD_mono
TU0_13043_from_RpoD_mono	801110	802543	None	+	True	RpoD_mono
TU0_12978_from_RpoD_mono	577550	577732	None	+	True	RpoD_mono
TU0_13438_from_RpoD_mono	1928481	1928789	1928789	-	True	RpoD_mono
TU00466_from_RpoD_mono	3489747	3490471	3490471	-	True	RpoD_mono
TU0_14220_from_RpoD_mono	4612703	4613566	None	-	True	RpoD_mono
TU0_13513_from_RpoD_mono	2183546	2183925	2183925	-	True	RpoD_mono
TU00400_with_TERM62_from_RPOH_MONOMER	1909676	1910642	1910642	-	False	RpoH_mono
TU0_13624_from_RpoD_mono	2542774	2543815	2543815	-	True	RpoD_mono
TU0_8201_from_RPOS_MONOMER	903175	903746	903746	-	True	RpoS_mono
TU00057_from_RpoD_mono	2689678	2693611	2693611	-	True	RpoD_mono
TU0_14023_from_RpoD_mono	3890788	3891747	None	+	True	RpoD_mono
TU0_6042_from_RpoD_mono	621481	622773	621481	+	True	RpoD_mono
TU0_13566_from_RpoD_mono	2358231	2360233	None	-	True	RpoD_mono
TU0_13327_from_RpoD_mono	1645198	1645874	None	-	True	RpoD_mono
TU0_961_from_RPOS_MONOMER	1327308	1328405	1327308	+	True	RpoS_mono
TU0_961_from_RpoD_mono	1327308	1328405	1327308	+	True	RpoD_mono
TU584_from_RPOE_MONOMER	180845	182308	180845	+	True	RpoE_mono
TU0_13207_from_RpoD_mono	1355447	1355692	None	-	True	RpoD_mono
TU0_13679_from_RpoD_mono	2739897	2742129	None	+	True	RpoD_mono
TU0_6822_with_TERM0_1110_from_RpoD_mono	629087	631314	629087	+	False	RpoD_mono
TU142_from_RpoD_mono	42325	45750	42325	+	True	RpoD_mono
TU0_13380_from_RpoD_mono	1803189	1803296	None	+	True	RpoD_mono
TU00213_from_RpoD_mono	4461077	4464233	4464233	-	True	RpoD_mono
TU0_13114_from_RpoD_mono	1066087	1066981	1066981	-	True	RpoD_mono
TU0_1198_from_RPOS_MONOMER	3637408	3637871	3637871	-	True	RpoS_mono
TU0_13268_from_RpoD_mono	1513602	1515026	None	+	True	RpoD_mono
TU0_14765_from_RpoD_mono	2739897	2741631	None	+	True	RpoD_mono
TU0_12854_from_RpoD_mono	251969	253161	251969	+	True	RpoD_mono
TU00127_from_RpoD_mono	3220573	3224193	3220573	+	True	RpoD_mono
TU0_13910_from_RpoD_mono	3436453	3436671	None	-	True	RpoD_mono
TU00275_from_EG11355_MONOMER	2011229	2017537	2011229	+	True	FliA_mono
TU0_12906_from_RpoD_mono	381963	383159	None	-	True	RpoD_mono
TU_8401_from_RpoD_mono	2284412	2287198	2287198	-	True	RpoD_mono
TU0_4183_from_RPOE_MONOMER	3791993	3796230	3791993	+	True	RpoE_mono
TU0_2443_with_TERM01024_from_RpoD_mono	4464307	4465370	4465370	-	False	RpoD_mono
TU0_8565_from_RpoD_mono	798845	799861	None	-	True	RpoD_mono
TU0_14431_from_RpoD_mono	4347338	4348588	4348588	-	True	RpoD_mono
TU0_6043_from_RpoD_mono	621476	622773	621476	+	True	RpoD_mono
TU0_14537_from_RpoD_mono	4616252	4619625	None	+	True	RpoD_mono
TU0_8502_from_RpoD_mono	4404067	4408557	4404067	+	True	RpoD_mono
TU0_8728_from_RpoD_mono	2347709	2347915	None	+	True	RpoD_mono
TU0_8202_from_RPOS_MONOMER	3065362	3066148	3066148	-	True	RpoS_mono
TU0_8638_from_RpoD_mono	1521251	1522392	1521251	+	True	RpoD_mono
TU0_13044_from_RpoD_mono	802726	804987	None	+	True	RpoD_mono
TU0_14298_from_RpoD_mono	918458	921516	None	+	True	RpoD_mono
TU0_14089_from_RpoD_mono	4134131	4135036	None	+	True	RpoD_mono
TU0_14354_from_RpoD_mono	1884888	1886085	1886085	-	True	RpoD_mono
TU00467_from_RpoD_mono	4354493	4358129	4358129	-	True	RpoD_mono
TU00328_from_RpoD_mono	2315049	2317850	None	-	True	RpoD_mono
TU0_6823_with_TERM0_1110_from_RpoD_mono	629078	631314	629078	+	False	RpoD_mono
TU0_14170_from_RpoD_mono	4470837	4471232	None	-	True	RpoD_mono
TU0_14636_from_RpoD_mono	2069527	2072682	2069527	+	True	RpoD_mono
TU0_13818_from_RpoD_mono	3132894	3134425	3134425	-	True	RpoD_mono
TU0_13740_from_RpoD_mono	2928987	2929832	None	+	True	RpoD_mono
TU00058_from_RpoD_mono	2619175	2620894	2619175	+	True	RpoD_mono
TU0_8794_with_TERM0_1105_from_RpoD_mono	1234139	1234921	1234139	+	False	RpoD_mono
TU0_14766_from_RpoD_mono	4554599	4555408	4554599	+	True	RpoD_mono
TU586_with_TERM061_from_RpoD_mono	3662938	3665630	3665630	-	False	RpoD_mono
TU586_with_TERM061_from_RPOS_MONOMER	3662938	3665630	3665630	-	False	RpoS_mono
TU0_13209_from_RPOS_MONOMER	1357514	1359068	1359068	-	True	RpoS_mono
TU0_12979_from_RpoD_mono	578407	578817	None	-	True	RpoD_mono
TU0_13439_from_RpoD_mono	1934676	1935545	None	+	True	RpoD_mono
TU0_13514_from_RpoD_mono	2183849	2184763	2183849	+	True	RpoD_mono
TU00401_with_TERM61_from_RPOH_MONOMER	494299	496253	494299	+	False	RpoH_mono
TU0_4184_from_RPOE_MONOMER	200960	201996	200960	+	True	RpoE_mono
TU0_2447_from_RpoD_mono	1906647	1906816	1906816	-	True	RpoD_mono
TU161_from_RpoD_mono	3532538	3534729	3534729	-	True	RpoD_mono
TU00214_with_TERM68_from_RpoD_mono	65800	70075	70075	-	False	RpoD_mono
TU0_13115_from_RpoD_mono	1080530	1080689	1080530	+	True	RpoD_mono
TU0_14025_from_RpoD_mono	3894797	3895462	None	+	True	RpoD_mono
TU0_13975_from_RpoD_mono	3706807	3708604	3708604	-	True	RpoD_mono
TU0_962_from_RpoD_mono	1327325	1328405	1327325	+	True	RpoD_mono
TU0_13871_from_RpoD_mono	3265876	3267624	None	+	True	RpoD_mono
TU00128_from_RpoD_mono	2932141	2938121	2932141	+	True	RpoD_mono
TU0_13680_from_RpoD_mono	2744456	2745875	2745875	-	True	RpoD_mono
TU0_14221_from_RpoD_mono	4613538	4615088	None	-	True	RpoD_mono
TU0_6184_from_RpoD_mono	2940718	2940922	2940718	+	True	RpoD_mono
TU0_13625_from_RpoD_mono	2543795	2547428	None	+	True	RpoD_mono
TU0_13381_from_RpoD_mono	1805424	1805714	None	+	True	RpoD_mono
TU0_1201_from_RpoD_mono	1840332	1841738	1840332	+	True	RpoD_mono
TU0_13269_from_RpoD_mono	1515413	1515586	None	+	True	RpoD_mono
TU0_13567_from_RpoD_mono	2360453	2361677	2361677	-	True	RpoD_mono
TU0_13328_from_RpoD_mono	1645958	1646365	None	+	True	RpoD_mono
TU0_8566_from_RpoD_mono	823824	824263	823824	+	True	RpoD_mono
TU0_8203_from_RPOS_MONOMER	3065362	3066207	3066207	-	True	RpoS_mono
TU00276_from_RpoD_mono	2017608	2021702	2017608	+	True	RpoD_mono
TU_8405_from_RpoD_mono	1960604	1964240	1964240	-	True	RpoD_mono
TU0_8729_from_RpoD_mono	2338439	2342191	None	-	True	RpoD_mono
TU0_14433_with_TERM0_1150_from_RPOS_MONOMER	3661564	3663862	3663862	-	False	RpoS_mono
