#name	description	is_reversible	data_source	is_spontaneous
LPLIPAL1A160pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	0	iJO1366	0
PGP140abcpp	phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)	0	iJO1366	0
12DGR141tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)	0	iJO1366	0
I4FE4SR1	ISC [4Fe-4S] Reduction	0	iJO1366_genetic_unlumping	0
LPLIPAL2ATG160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	0	iJO1366	0
GLYC3Pabcpp	sn-Glycerol 3-phosphate transport via ABC system (periplasm)	0	iJO1366	0
ACOAD5f	acyl-CoA dehydrogenase (dodecanoyl-CoA)	1	iJO1366	0
ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HOMt2pp	L-homoserineserine efflux via proton symport	0	iJO1366	0
TSULabcpp	thiosulfate transport via ABC system (periplasm)	0	iJO1366	0
LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	0	iJO1366	0
DHFS	dihydrofolate synthase	0	iJO1366	0
SUCMALtpp	succinate:malate antiporter (periplasm)	1	iJO1366	0
NH4tpp	ammonia reversible transport (periplasm)	1	iJO1366	1
VALTA	valine transaminase	1	iJO1366	0
TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8)	0	iJO1366	0
R5PP	ribose 5-phosphate phosphatase	0	iJO1366	0
PG160abcpp	phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)	0	iJO1366	0
LPLIPAL2A120	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	0	iJO1366	0
RNDR31	ribonucleoside-diphosphate reductase (CDP)	0	iJO1366_genetic_unlumping	0
CFAS160G	cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)	0	iJO1366	0
CFAS160E	cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)	0	iJO1366	0
ICHORS	isochorismate synthase	1	iJO1366	0
ADK4	adentylate kinase (ITP)	1	iJO1366	0
ADK3	adentylate kinase (GTP)	1	iJO1366	0
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S	Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S	0	M_protein_recon	0
ICHORT	isochorismatase	0	iJO1366	0
PLIPA2E141pp	Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)	0	iJO1366	0
GLYALDtpp	Glyceraldehyde facilitated diffusion (periplasm)	1	iJO1366	0
FEROpp	ferroxidase	0	iJO1366	0
AACPS21	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	0	iJO1366_genetic_unlumping	0
PLIPA1G161pp	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)	0	iJO1366	0
APG3PAT181	acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)	0	iJO1366	0
APG3PAT180	acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	0	iJO1366	0
SADH	Succinylarginine dihydrolase	0	iJO1366	0
LALALGLUtpp	L-alanyl-L-glutamate transport in via proton symport (periplasm)	0	iJO1366	0
PA161abcpp	phosphatidate transport via ABC system (n-C16:1, periplasm)	0	iJO1366	0
CRNCDH	Carnityl-CoA dehydratse	1	iJO1366	0
PGPP141	phosphatidylglycerol phosphate phosphatase (n-C14:1)	0	iJO1366	0
PGPP140	phosphatidylglycerol phosphate phosphatase (n-C14:0)	0	iJO1366	0
CYTDt2rpp	cytidine transport in via proton symport, reversible (periplasm)	1	iJO1366	0
AMMQLT8	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	0	iJO1366	0
USHD	UDP-sugar hydrolase	0	iJO1366	0
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	0	iJO1366	0
GLCP2	glycogen phosphorylase	0	iJO1366	0
MPTS1	molybdopterin synthase	0	iJO1366_genetic_unlumping	0
M1PD	mannitol-1-phosphate 5-dehydrogenase	1	iJO1366	0
G3PCabcpp	sn-glycerol-3-phosphocholine transport via ABC system (periplasm)	0	iJO1366	0
ACONMT	Trans-aconitate methyltransferase	0	iJO1366	0
DUTPDP	dUTP diphosphatase	0	iJO1366	0
TREptspp	trehalose transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
FA160ACPHi1	fatty-acyl-ACP hydrolase	0	iJO1366_genetic_unlumping	0
GALCTtex	D-galactarte transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ALR2	aldose reductase (methylglyoxal)	0	iJO1366	0
ENTERES	Enterochelin Esterase	0	iJO1366	0
TUNGStex	tungstate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	0	iJO1366	0
FMNRx2	FMN reductase	0	iJO1366	0
DHDPRy	dihydrodipicolinate reductase (NADPH)	0	iJO1366	0
DSBGGT1	DsbG:glutathione thiotransferase	0	iJO1366_genetic_unlumping	0
O16AT	rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis)	0	iJO1366	0
DTMPtex	dTMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MINCYCtex	Minocycline transport via diffusion (extracellular to periplasm)	1	iJO1366	0
SO3tex	sulfite transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PGCD	phosphoglycerate dehydrogenase	0	iJO1366	0
3OXCOAT	3-oxoadipyl-CoA thiolase	0	iJO1366	0
2AGPA141tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
PLIPA1E161pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)	0	iJO1366	0
LIPACabcpp	lipid (cold) A transport via ABC system (periplasm)	0	iJO1366	0
2AGPE161tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
METDtex	D-methionine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TMAOtex	Trimethylamine N-oxide transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CYANtex	Cyanide transport via diffusion (extracellular to periplasm)	1	iJO1366	0
EAR80x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	0	iJO1366_genetic_unlumping	0
APG3PAT161	acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	0	iJO1366	0
APG3PAT160	acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	0	iJO1366	0
CYTDt2pp	cytidine transport in via proton symport (periplasm)	0	iJO1366	0
4Fe4S_to_IscA_by_IscU	4Fe4S_to_IscA_by_IscU	0	M_protein_recon	0
FEENTERabcpp	Fe-enterobactin transport via ABC system (periplasm)	0	iJO1366	0
URACPAH	peroxyureidoacrylate hydrolase	0	iJO1366	0
ME1	malic enzyme (NAD)	0	iJO1366	0
PDE4	3_prime_,5_prime_-cyclic-nucleotide phosphodiesterase	0	iJO1366	0
PDE1	3_prime_,5_prime_-cyclic-nucleotide phosphodiesterase	0	iJO1366	0
O16A4COLIPAabctex	O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	0	iJO1366	0
CYTK1	cytidylate kinase (CMP)	1	iJO1366	0
CYTK2	cytidylate kinase (dCMP)	1	iJO1366	0
L__LACD2	L-Lactate dehydrogenase (ubiquinone)	0	iJO1366	0
L__LACD3	L-Lactate dehydrogenase (menaquinone)	0	iJO1366	0
PHEtex	L-phenylalanine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ME2	malic enzyme (NADP)	0	iJO1366	0
ECA4OALpp	enterobacterial common antigen (x4) O-antigen ligase (periplasm)	0	iJO1366	0
O16AP2pp	O16 antigen polymerase (periplasm)	0	iJO1366	0
MECDPDH52	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	0	iJO1366_genetic_unlumping	0
NODOy	nitric oxide dioxygenase	0	iJO1366	0
2AGPE160tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
KDOPS	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	0	iJO1366	0
GLUt4pp	Na+/glutamate symport (periplasm)	0	iJO1366	0
SERt2rpp	L-serine reversible transport via proton symport (periplasm)	1	iJO1366	0
DCTPD	dCTP deaminase	0	iJO1366	0
ZN2tpp	zinc transport in via permease (no H+)	0	iJO1366	0
CLPNS140pp	cardiolipin synthase (periplasmic, n-C14:0)	1	iJO1366	0
GLYC2Pabcpp	sn-Glycerol 2-phosphate transport via ABC system (periplasm)	0	iJO1366	0
GDMANE	GDP-4-dehydro-6-deoxy-D-mannose epimerase	0	iJO1366	0
UAGAAT1	UDP-N-acetylglucosamine acyltransferase	1	iJO1366_genetic_unlumping	0
OGMEACPS1	3-Oxo-glutaryl-[ACP] methyl ester synthase	0	iJO1366_genetic_unlumping	0
CD2abcpp	Cadmium (Cd+2) ABC transporter (periplasm)	0	iJO1366	0
ENO	enolase	1	iJO1366	0
DHMPTR	Dihydromonapterin reductase	0	iJO1366	0
2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
4Fe4S_to_IscA_by_SufBCD	4Fe4S_to_IscA_by_SufBCD	0	M_protein_recon	0
3OAR1401	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	1	iJO1366_genetic_unlumping	0
ARGAGMt7pp	Arginine/agmatine antiport (periplasm)	1	iJO1366	0
2Fe2S_to_IscA_by_IscU	2Fe2S_to_IscA_by_IscU	0	M_protein_recon	0
D__LACt2pp	D-lactate transport via proton symport (periplasm)	1	iJO1366	0
MSO3tex	methanesulfonate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GRXR2	glutaredoxin reductase	0	iJO1366_genetic_unlumping	0
MCTP1App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	0	iJO1366	0
FTHFLi	formate-tetrahydrofolate ligase	0	iJO1366	0
GRXR3	glutaredoxin reductase	0	iJO1366_genetic_unlumping	0
12DGR140tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)	0	iJO1366	0
ACOAD6f	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	1	iJO1366	0
IDONtex	L-idonate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FDMO4	FMNH2-dependent monooxygenase (butanesulfonate)	0	iJO1366	0
MNNH	D-mannonate hydrolyase	0	iJO1366	0
G5SD	glutamate-5-semialdehyde dehydrogenase	0	iJO1366	0
PGPP160pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	0	iJO1366	0
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	0	iJO1366	0
S7PI	sedoheptulose 7-phosphate isomerase	0	iJO1366	0
XYLt2pp	D-xylose transport in via proton symport (periplasm)	0	iJO1366	0
PETNT161pp	phosphoethanolamine transferase (c-C16:1)	0	iJO1366	0
RBK_L1	L-ribulokinase (L-ribulose)	0	iJO1366	0
SBTPD	sorbitol-6-phosphate dehydrogenase	1	iJO1366	0
LYSDC	lysine decarboxylase	0	iJO1366	0
RNDR42	ribonucleoside-diphosphate reductase (UDP)	0	iJO1366_genetic_unlumping	0
ADNCYC	adenylate cyclase	0	iJO1366	0
QUIN2tpp	Quinate transport (periplasm)	1	iJO1366	0
PA141abcpp	phosphatidate transport via ABC system (n-C14:1, periplasm)	0	iJO1366	0
GALCTNLtex	L-galactonate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
AMPTASECG	alanyl aminopeptidase (cys-gly)	0	iJO1366	0
PDH	pyruvate dehydrogenase	0	iJO1366	0
ALLtex	Allose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GAM6Pt6_2pp	D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)	0	iJO1366	0
GALUi	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	0	iJO1366	0
PYRtex	pyruvate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CLPNH181pp	cardiolipin hydrolase (periplasm, n-C18:1)	0	iJO1366	0
NI2tpp	nickel (+2) transport in via permease (no H+)	0	iJO1366	0
SELtex	selenate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
THRA2i	L-allo-Threonine Aldolase	0	iJO1366	0
EAR161y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	0	iJO1366_genetic_unlumping	0
CYSabc2pp	L-cysteine export via ABC system (cytoplasm to periplasm)	0	iJO1366	0
ACPPAT1811	acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	0	iJO1366_genetic_unlumping	0
LPLIPAL1G180pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)	0	iJO1366	0
O16AP3pp	O16 antigen polymerase (periplasm)	0	iJO1366	0
NADH17pp	NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)	0	iJO1366	0
UPPRT	uracil phosphoribosyltransferase	0	iJO1366	0
NTD1pp	5_prime_-nucleotidase (dUMP)	0	iJO1366	0
FEENTERR1	Fe-enterobactin reduction (Fe(III)-unloading)	0	iJO1366	0
UPLA4FNT	undecaprenyl phosphate-L-Ara4FN transferase	0	iJO1366	0
FEENTERR3	Fe-enterobactin reduction (Fe(III)-unloading)	0	iJO1366	0
FECRMR1	Ferrichrome reductase	0	iJO1366	0
FECRMR2	Ferrichrome reductase	0	iJO1366	0
FECRMR3	Ferrichrome reductase	0	iJO1366	0
APH180	acylphosphatase (C18:0)	0	iJO1366	0
APH181	acylphosphatase (C18:1)	0	iJO1366	0
23PDE2pp	2_prime_,3_prime_-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)	0	iJO1366	0
UPLA4FNF	undecaprenyl phosphate-L-Ara4FN formylase	0	iJO1366	0
KG6PDC	3-keto-L-gulonate 6-phosphate decarboxylase	0	iJO1366	0
SUCptspp	sucrose transport via PEP:Pyr  (periplasm)	0	iJO1366	0
UDPGPpp	UDPglucose pyrophosphohydrolase	0	iJO1366	0
DSBCGT1	DsbC:glutathione thiotransferase	0	iJO1366_genetic_unlumping	0
POAACR	peroxyaminoacrylate reductase	0	iJO1366	0
PLIPA1A120pp	Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)	0	iJO1366	0
APH160	acylphosphatase (C16:0)	0	iJO1366	0
APH161	acylphosphatase (C16:1)	0	iJO1366	0
BUTtex	Butyrate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
KAS141	beta-ketoacyl-ACP synthase	0	iJO1366_genetic_unlumping	0
HG2tex	mercury (Hg+2) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MPTSS1	molybdopterin synthase sulfurylase	0	iJO1366_genetic_unlumping	0
LPLIPAL2E120	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	0	iJO1366	0
FACOAE120	fatty-acid-CoA thioesterase (dodecanoate)	0	iJO1366	0
BTS6	BTS6	0	M_protein_recon	0
XMPtex	XMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GALCTLO	L-galactonate oxidoreductase	0	iJO1366	0
ACCOAL	acetate-CoA ligase (ADP-forming)	0	iJO1366	0
CITL	Citrate lyase	0	iJO1366	0
FORtppi	formate transport via diffusion (cytoplasm to periplasm)	0	iJO1366	0
ACCOAC	acetyl-CoA carboxylase	0	iJO1366	0
AACPS31	acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	0	iJO1366_genetic_unlumping	0
NMNAT	nicotinamide-nucleotide adenylyltransferase	0	iJO1366	0
AKGDH	2-Oxogluterate dehydrogenase	0	iJO1366	0
ADA	Adenosine deaminase	0	iJO1366	0
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	0	iJO1366	0
Fe_transfer_CyaY_mod_1:fe2_to_IscU	Fe_transfer_CyaY_mod_1:fe2_to_IscU	0	M_protein_recon	0
GALCTND	galactonate dehydratase	0	iJO1366	0
TYRt2rpp	L-tyrosine reversible transport via proton symport (periplasm)	1	iJO1366	0
NADH18pp	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	0	iJO1366	0
UDCPDPS	Undecaprenyl diphosphate synthase	0	iJO1366	0
Cs_peri_import	Cs_peri_import	0	M_protein_recon	0
COLIPAKpp	Lipid A core kinase (periplasm)	0	iJO1366	0
HSK	homoserine kinase	0	iJO1366	0
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	0	iJO1366	0
S_transfer_to_IscU_mod_1:2Fe2S_mod_1:2Fe1S	S_transfer_to_IscU_mod_1:2Fe2S_mod_1:2Fe1S	0	M_protein_recon	0
RMNtpp	L-rhamnose transport via proton symport (periplasm)	0	iJO1366	0
G2PP	glycerol-2-phosphate phosphatase	0	iJO1366	0
PPGPPDP	guanosine-3_prime_,5_prime_-bis(diphosphate) 3_prime_-diphosphatase	0	iJO1366	0
ALAt2pp	L-alanine transport in via proton symport (periplasm)	0	iJO1366	0
RFAMPtex	Rifampin transport via diffusion (extracellular to periplasm)	1	iJO1366	1
OCTDPS	Octaprenyl pyrophosphate synthase	0	iJO1366	0
H2Otex	H2O transport via diffusion (extracellular to periplasm)	1	iJO1366	1
LIPAHT2ex	core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	0	iJO1366	0
OPMEACPD1	3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	0	iJO1366_genetic_unlumping	0
EAR121x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	0	iJO1366_genetic_unlumping	0
MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	0	iJO1366	0
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)	1	iJO1366	0
MECDPDH51	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	0	iJO1366_genetic_unlumping	0
GPDDA2pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	0	iJO1366	0
O16GALFT	galactofuranosyltransferase (LPS O16 antigen biosynthesis)	0	iJO1366	0
CPGNUtpp	coprogen unloaded secretion	0	iJO1366	0
S_transfer_to_SufBCD_mod_1:2Fe2S_mod_1:2Fe1S	S_transfer_to_SufBCD_mod_1:2Fe2S_mod_1:2Fe1S	0	M_protein_recon	0
CyaY_Fe_loading	CyaY_Fe_loading	0	M_protein_recon	0
PRAIi	phosphoribosylanthranilate isomerase (irreversible)	0	iJO1366	0
3PEPTabcpp	tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	0	iJO1366	0
EAR80y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	0	iJO1366_genetic_unlumping	0
GLYCLTt4pp	glycolate transport via sodium symport (periplasm)	0	iJO1366	0
FBA3	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	1	iJO1366	0
MDDCP1pp	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	0	iJO1366	0
FACOAL60t2pp	fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	0	iJO1366	0
ULA4NFT	UDP-L-Ara4N formyltransferase	0	iJO1366	0
UDPKAAT	UDP-4_prime__prime_-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase	1	iJO1366	0
CYNTAH	Cyanate aminohydrolase	0	iJO1366	0
CYTDH	Cytidine hydrolase	0	iJO1366	0
TRPtex	L-tryptophan transport via diffusion (extracellular to periplasm)	1	iJO1366	0
AGM4PCPpp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)	0	iJO1366	0
CU2tpp	copper transport in via permease (no H+)	0	iJO1366	0
PAPA140	Phosphatidate phosphatase (n-C14:0)	0	iJO1366	0
PAPA141	Phosphatidate phosphatase (n-C14:1)	0	iJO1366	0
POR51	pyruvate synthase	1	iJO1366_genetic_unlumping	0
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ALLTNtex	allantoin transport via diffusion (extracellular to periplasm)	1	iJO1366	0
POR52	pyruvate synthase	1	iJO1366_genetic_unlumping	0
G3PCtex	glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
NI2uabcpp	nickel transport via ABC system (uptake, periplasm)	0	iJO1366	0
QMO3	quinol monooxygenase (menaquinol 8)	0	iJO1366	0
QMO2	quinol monooxygenase (Ubiquinol-8)	0	iJO1366	0
PAPA120pp	Phosphatidate phosphatase (periplasmic, n-C12:0)	0	iJO1366	0
2AGPEAT160	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)	0	iJO1366	0
SELNPS	Selenophosphate synthase	0	iJO1366	0
ANPRT	anthranilate phosphoribosyltransferase	0	iJO1366	0
PSD180	Phosphatidylserine decarboxylase (n-C18:0)	0	iJO1366	0
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	0	iJO1366	0
FORtex	formate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ARGDCpp	arginine decarboxylase	0	iJO1366	0
DAGK120	diacylglycerol kinase (n-C12:0)	0	iJO1366	0
PYDXtpp	pyridoxal import	0	iJO1366	0
CSNt2pp	cytosine transport in via proton symport (periplasm)	0	iJO1366	0
SUCCt2_2pp	succinate transport via proton symport (2 H) (periplasm)	0	iJO1366	0
3OAR1411	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	0	iJO1366_genetic_unlumping	0
DSBAO21	DsbA protein reoxidation reaction (anaerobic)	0	iJO1366_genetic_unlumping	0
NTD5pp	5_prime_-nucleotidase (dTMP)	0	iJO1366	0
PAPA160pp	Phosphatidate phosphatase (periplasmic, n-C16:0)	0	iJO1366	0
S_transfer_to_SufBCD_mod_2:fe2	S_transfer_to_SufBCD_mod_2:fe2	0	M_protein_recon	0
THRAi	Threonine aldolase	0	iJO1366	0
GARFT	phosphoribosylglycinamide formyltransferase	1	iJO1366	0
G3PT	glycerol-3-phosphatase	0	iJO1366	0
SufBCD_mod_1:fe2atp_mediated_FE_loading	SufBCD_mod_1:fe2atp_mediated_FE_loading	0	M_protein_recon	0
GLYCAtex	D-glycerate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ADOCBIK	Adenosyl cobinamide kinase	0	iJO1366	0
MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	0	iJO1366	0
GGGABADr	gamma-glutamyl-gamma aminobutyric acid dehydrogenase	1	iJO1366	0
2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
TARTRDtex	D-tartrate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GDPDPK	GDP diphosphokinase	0	iJO1366	0
GLCP	glycogen phosphorylase	0	iJO1366	0
DDPGALA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	1	iJO1366	0
ARBabcpp	L-arabinose transport via ABC system (periplasm)	0	iJO1366	0
ASPt2rpp	L-aspartate transport in via proton symport (periplasm) reversible	1	iJO1366	0
PLIPA2G141pp	Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)	0	iJO1366	0
G3PEtex	glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
LPLIPAL1A161pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)	0	iJO1366	0
CYStex	L-cysteine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FACOAL161t2pp	fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	0	iJO1366	0
UACMAMO	UDP-N-acetyl-D-mannosamine oxidoreductase	0	iJO1366	0
O2tpp	o2 transport via diffusion (periplasm)	1	iJO1366	1
ARBTNtonex	aerobactin transport via ton system (extracellular)	0	iJO1366	0
ASO3tex	arsenite transport via diffusion (extracellular to periplasm)	1	iJO1366	0
INSH	Inosine hydrolase	0	iJO1366	0
PLIPA2A120pp	Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)	0	iJO1366	0
INSK	insosine kinase	0	iJO1366	0
MALCOAMT	Malonyl-CoA methyltransferase	0	iJO1366	0
PYRt2rpp	pyruvate reversible transport via proton symport (periplasm)	1	iJO1366	0
AMANAPEr	N-acetylmannosamine 6-phosphate epimerase	1	iJO1366	0
GND	phosphogluconate dehydrogenase	0	iJO1366	0
GNK	gluconokinase	0	iJO1366	0
NADH10	NADH dehydrogenase (menaquinone-8 & 0 protons)	0	iJO1366	0
GLCNt2rpp	D-gluconate transport via proton symport, reversible (periplasm)	1	iJO1366	0
LYSabcpp	L-lysine transport via ABC system (periplasm)	0	iJO1366	0
CLPNS180pp	cardiolipin synthase (periplasmic, n-C18:0)	1	iJO1366	0
PLIPA2A161pp	Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)	0	iJO1366	0
QUIN2tex	Quinate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PLIPA2E140pp	Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)	0	iJO1366	0
PYAM5PO	pyridoxamine 5_prime_-phosphate oxidase	0	iJO1366	0
G3PAT1201	glycerol-3-phosphate acyltransferase (C12:0)	0	iJO1366_genetic_unlumping	0
3OAR801	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	1	iJO1366_genetic_unlumping	0
SELtpp	selenate transport via proton symport (periplasm)	0	iJO1366	0
ALAALAD	D-alanine-D-alanine dipeptidase	0	iJO1366	0
DADK	deoxyadenylate kinase	1	iJO1366	0
2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
OMMBLHX3	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)	0	iJO1366	0
LPLIPAL2ATG140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	0	iJO1366	0
DADA	Deoxyadenosine deaminase	0	iJO1366	0
ALAALAr	D-alanine-D-alanine ligase (reversible)	1	iJO1366	0
PSSA141	Phosphatidylserine syntase (n-C14:1)	0	iJO1366	0
PSSA140	Phosphatidylserine syntase (n-C14:0)	0	iJO1366	0
3OAS1001	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	0	iJO1366_genetic_unlumping	0
2AGPEAT120	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)	0	iJO1366	0
PA180abcpp	phosphatidate transport via ABC system (n-C18:0, periplasm)	0	iJO1366	0
2AGPA140tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	0	iJO1366	0
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)	0	iJO1366	0
KAS151	beta-ketoacyl-ACP synthase (2)	0	iJO1366_genetic_unlumping	0
NOVBCNtex	Novobiocin transport via diffusion (extracellular to periplasm)	1	iJO1366	1
GLYBabcpp	Glycine betaine transport via ABC system (periplasm)	0	iJO1366	0
EDTXS21	Endotoxin Synthesis (myristoyl transferase)	0	iJO1366_genetic_unlumping	0
THZPSN31	thiazole phosphate synthesis	0	iJO1366_genetic_unlumping	0
LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	0	iJO1366	0
PLIPA1A160pp	Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)	0	iJO1366	0
GLCRD	glucarate dehydratase	0	iJO1366	0
